Inchi_Key1,Inchi_Key2,Similarity_Score
BNAWSOWKSSIPGW-UHFFFAOYSA-N,BCGWQEUPMDMJNV-UHFFFAOYSA-N,0.57
BNAXOOIZPLPQLF-UHFFFAOYSA-N,AWIRBEHTBKVPOT-UHFFFAOYSA-N,0.74
BNBBVJLWLLRDDD-UHFFFAOYSA-N,ABGNIXWIACKXBO-UHFFFAOYSA-N,0.58
BNBBVJLWLLRDDD-UHFFFAOYSA-N,ACFKWUPSKYZQTM-UHFFFAOYSA-N,0.6
BNBBVJLWLLRDDD-UHFFFAOYSA-N,BMTQBVWFOFKLIN-UHFFFAOYSA-N,0.64
BNBDPYUSBJEPGX-UUWRZZSWSA-N,AGGPTAKEWABCFB-MUUNZHRXSA-N,0.51
BNBDPYUSBJEPGX-UUWRZZSWSA-N,BMFIKSDWRTVGGF-SSEXGKCCSA-N,0.53
BNBMEVXDIOFKFC-UHFFFAOYSA-N,AQIKOKBNQYFVEG-UHFFFAOYSA-N,0.52
BNBMEVXDIOFKFC-UHFFFAOYSA-N,ARYDXPQXLFLLRT-UHFFFAOYSA-N,0.55
BNBMJJSMZNFFEX-RUKDTIIFSA-N,AOAHJSSHFAPQHH-UHFFFAOYSA-N,0.62
BNBMJJSMZNFFEX-RUKDTIIFSA-N,APUCCVGQZPNXIO-RYWNGCACSA-N,0.63
BNBMJJSMZNFFEX-RUKDTIIFSA-N,APUCCVGQZPNXIO-UCRKPPETSA-N,0.63
BNBMJJSMZNFFEX-RUKDTIIFSA-N,APUCCVGQZPNXIO-UHFFFAOYSA-N,0.63
BNBMJJSMZNFFEX-RUKDTIIFSA-N,ASZKTDCAKZHWMI-UHFFFAOYSA-M,0.52
BNBMJJSMZNFFEX-RUKDTIIFSA-N,AUIAJWWGMMZPSD-UHFFFAOYSA-M,0.56
BNBMJJSMZNFFEX-RUKDTIIFSA-N,BMZDEKBMWVAMGY-UHFFFAOYSA-M,0.54
BNBPDLHZYILUPO-UHFFFAOYSA-N,BBGBEKIWIWQGAB-UHFFFAOYSA-N,0.71
BNBYCBKNMVKTBB-FSRHSHDFSA-N,AHEKFKPECXDSIS-UHFFFAOYSA-N,0.63
BNBYCQIINYBZPK-UHFFFAOYSA-N,AJBSIKKSJDUSAL-UHFFFAOYSA-N,0.63
BNBYCQIINYBZPK-UHFFFAOYSA-N,ALZCTVHTYCIOAX-UHFFFAOYSA-N,0.54
BNBYCQIINYBZPK-UHFFFAOYSA-N,APHSGNPTTYCBAX-UHFFFAOYSA-N,0.62
BNBYCQIINYBZPK-UHFFFAOYSA-N,ATBAMOPHDMKIMX-UHFFFAOYSA-N,0.64
BNCCUVVPJCRAQX-UHFFFAOYSA-N,AAJMQTLFRTZCJK-UHFFFAOYSA-N,0.74
BNCCUVVPJCRAQX-UHFFFAOYSA-N,AGRIEKMAWYPDPT-UHFFFAOYSA-N,0.73
BNCCUVVPJCRAQX-UHFFFAOYSA-N,AMYMRQIMJWIFBN-UHFFFAOYSA-N,0.62
BNCMEAGMMYNBAL-UHFFFAOYSA-N,BMAYEIGETIZYBV-UHFFFAOYSA-N,0.51
BNCUONHDNJHYQU-ZHNJQXOLSA-N,BNCUONHDNJHYQU-BXETYFKASA-N,1
BNCVKEKVEUVIPN-UHFFFAOYSA-N,AAVSQBMWOCNSDL-UHFFFAOYSA-N,0.52
BNCVYQGQRCUXJK-UHFFFAOYSA-N,AACZCKZTUMTPKO-UHFFFAOYSA-N,0.64
BNCVYQGQRCUXJK-UHFFFAOYSA-N,BKRZYYKOAAPDMP-UHFFFAOYSA-N,0.53
BNDDYOAVOXATGW-UHFFFAOYSA-N,ACXWAZPIAHNLIE-UHFFFAOYSA-N,0.59
BNDJKXPGRLDHFV-UHFFFAOYSA-N,ALQAFKSRAQPQEL-UHFFFAOYSA-N,0.54
BNDJKXPGRLDHFV-UHFFFAOYSA-N,BMKQUIYXVMJNGT-UHFFFAOYSA-N,0.6
BNDKLEVYJAZLIZ-UHFFFAOYSA-N,AEPKPMSGHMLCAO-UHFFFAOYSA-N,0.55
BNDKLEVYJAZLIZ-UHFFFAOYSA-N,AOHQOVBPAMPGOX-UHFFFAOYSA-N,0.65
BNDKLEVYJAZLIZ-UHFFFAOYSA-N,AVPVQAULDWVWHT-WOJGMQOQSA-N,0.6
BNDKLEVYJAZLIZ-UHFFFAOYSA-N,AXLZJABQGNPSHJ-UHFFFAOYSA-N,0.74
BNDKLEVYJAZLIZ-UHFFFAOYSA-N,BFEDBWXRCZZONQ-UHFFFAOYSA-N,0.75
BNDLOWQLTPXTJB-UHFFFAOYSA-N,AIYLGSKMEDZTFH-UHFFFAOYSA-N,0.65
BNDMRIWJLYREJU-LLVKDONJSA-N,ABTMQWQGGARRSK-LLVKDONJSA-N,0.59
BNDMRIWJLYREJU-LLVKDONJSA-N,BIPJVYPAHKNMIF-QGZVFWFLSA-N,0.52
BNDPDYQQAJUJPY-SFHVURJKSA-N,BNDPDYQQAJUJPY-GOSISDBHSA-N,1
BNDPDYQQAJUJPY-UHFFFAOYSA-N,BNDPDYQQAJUJPY-GOSISDBHSA-N,1
BNDPDYQQAJUJPY-UHFFFAOYSA-N,BNDPDYQQAJUJPY-SFHVURJKSA-N,1
BNDPOKYKVVIYNO-BKDIOZMSSA-N,AGJRXCFJPQXZKA-HUIFRNELSA-N,0.52
BNDPOKYKVVIYNO-BKDIOZMSSA-N,AQZBMQOHLMDUBR-FRVJPPRMSA-N,0.73
BNDPOKYKVVIYNO-BKDIOZMSSA-N,AWCQKCKXRJXGKF-GDBLWAKPSA-N,0.72
BNDPOKYKVVIYNO-BKDIOZMSSA-N,BJFIEAFOWCHXDN-FKHFSBQXSA-N,0.69
BNDSNFGCNZIAPX-UHFFFAOYSA-N,AFUYUWPYIKCQHO-UHFFFAOYSA-N,0.78
BNDSNFGCNZIAPX-UHFFFAOYSA-N,AJIRSYDCLPFAGH-UHFFFAOYSA-N,0.55
BNDSNFGCNZIAPX-UHFFFAOYSA-N,AJPXAXHXABJUEI-UHFFFAOYSA-N,0.5
BNDSNFGCNZIAPX-UHFFFAOYSA-N,BHTBHCNESNOCJE-UHFFFAOYSA-N,0.56
BNDUWEJKIVVMAZ-LROBGIAVSA-N,ACGBRZCIFNWBLV-NNMXADRKSA-N,0.52
BNDUWEJKIVVMAZ-LROBGIAVSA-N,AHKAOMZZTQULDS-UHFFFAOYSA-N,0.58
BNDUWEJKIVVMAZ-LROBGIAVSA-N,BDPZTHDWQYMKRB-JDSZFFLXSA-O,0.5
BNDUWEJKIVVMAZ-LROBGIAVSA-N,BKNNXJKQQWVAHA-JSZRZZSISA-O,0.55
BNDWVQFCFNCWQZ-UHFFFAOYSA-N,AMEPWCSBPBMLJQ-UHFFFAOYSA-N,0.53
BNDWVQFCFNCWQZ-UHFFFAOYSA-N,ANITXQRHSTXUED-UHFFFAOYSA-N,0.73
BNDWVQFCFNCWQZ-UHFFFAOYSA-N,ASQCXHLJJNXRPZ-UHFFFAOYSA-N,0.57
BNDWVQFCFNCWQZ-UHFFFAOYSA-N,BABAHNGGVSLMEF-UHFFFAOYSA-N,0.5
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AAKJLRGGTJKAMG-UHFFFAOYSA-N,0.54
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AEWJTGHUFCBOAK-UHFFFAOYSA-N,0.53
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AHZHKZBDSLBFFP-UHFFFAOYSA-N,0.66
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AJAJIMATEVMQTD-UHFFFAOYSA-N,0.52
BNDYIYYKEIXHNK-UHFFFAOYSA-N,ANBPMJPMSHSIPA-UHFFFAOYSA-N,0.56
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AVBDTONYELTCBP-UHFFFAOYSA-N,0.5
BNDYIYYKEIXHNK-UHFFFAOYSA-N,AVRCYOCVSOUCFT-UHFFFAOYSA-N,0.55
BNDYIYYKEIXHNK-UHFFFAOYSA-N,BIWPVOALWJBGSX-UHFFFAOYSA-N,0.5
BNDYIYYKEIXHNK-UHFFFAOYSA-N,BLQGAUTUIVRLHZ-UHFFFAOYSA-N,0.62
BNDYWUDBYSQRPQ-UHFFFAOYSA-N,APJYAVYSAZEVQB-UHFFFAOYSA-N,0.58
BNDYWUDBYSQRPQ-UHFFFAOYSA-N,BEZICALLUMKYOA-UHFFFAOYSA-N,0.62
BNECOBGISSOLPT-FCHUYYIVSA-N,AAUOYPBRKRLEND-GSDHBNRESA-N,0.63
BNECOBGISSOLPT-FCHUYYIVSA-N,AGHTYLMQJBOVQI-UHFFFAOYSA-N,0.61
BNECOBGISSOLPT-FCHUYYIVSA-N,ARLLTWAARBFLHJ-GSDHBNRESA-N,0.64
BNECOBGISSOLPT-FCHUYYIVSA-N,ARLLTWAARBFLHJ-KKUQBAQOSA-N,0.64
BNECOBGISSOLPT-VXKWHMMOSA-N,AAUOYPBRKRLEND-GSDHBNRESA-N,0.63
BNECOBGISSOLPT-VXKWHMMOSA-N,AGHTYLMQJBOVQI-UHFFFAOYSA-N,0.61
BNECOBGISSOLPT-VXKWHMMOSA-N,ARLLTWAARBFLHJ-GSDHBNRESA-N,0.64
BNECOBGISSOLPT-VXKWHMMOSA-N,ARLLTWAARBFLHJ-KKUQBAQOSA-N,0.64
BNECOBGISSOLPT-VXKWHMMOSA-N,BNECOBGISSOLPT-FCHUYYIVSA-N,1
BNEDLUQSYJHRQW-MFKUBSTISA-N,ALGOXWUVLRBRLF-HZHRSRAPSA-N,0.5
BNEDLUQSYJHRQW-MFKUBSTISA-N,AQFCLUWFFGVKHK-VCHYOVAHSA-N,0.5
BNEFJXZSVSTXDM-UHFFFAOYSA-N,BCBJZCOPAMTHRP-UHFFFAOYSA-N,0.53
BNEFJXZSVSTXDM-UHFFFAOYSA-N,BKGDPBHAOMGZKB-UHFFFAOYSA-N,0.62
BNEFTUWDOUEIHQ-UHFFFAOYSA-N,AUCUTHSZLQOOIC-UHFFFAOYSA-N,0.54
BNEFTUWDOUEIHQ-UHFFFAOYSA-N,BEEQXQHKUJVTQH-UHFFFAOYSA-N,0.54
BNEKOIAODQYJNM-KPKJPENVSA-N,BMJBYWJCQGXHFI-KAMYIIQDSA-N,0.52
BNEKOIAODQYJNM-KPKJPENVSA-N,BMJBYWJCQGXHFI-SDNWHVSQSA-N,0.52
BNEMFTSNVXZPSV-UHFFFAOYSA-N,ALHGMPCGQILRCO-UHFFFAOYSA-N,0.52
BNEMFTSNVXZPSV-UHFFFAOYSA-N,BEHLUGJGFROTAE-UHFFFAOYSA-N,0.57
BNEUQUONQBLCSG-UHFFFAOYSA-N,AXVKGZLOECWENV-UHFFFAOYSA-N,0.76
BNEUQUONQBLCSG-UHFFFAOYSA-N,BCFGMOOMADDAQU-UHFFFAOYSA-N,0.53
BNEUUKYSHWONFU-DEKMLIIYSA-N,ACDSTTDXRYHRGH-IROHOENBSA-N,0.68
BNEUUKYSHWONFU-DEKMLIIYSA-N,AENNKGPSWPTNCT-ACNARKAVSA-N,0.57
BNEUUKYSHWONFU-DEKMLIIYSA-N,AENNKGPSWPTNCT-CAKRBILKSA-N,0.57
BNEUUKYSHWONFU-DEKMLIIYSA-N,AENNKGPSWPTNCT-OIJLGNSKSA-N,0.57
BNEUUKYSHWONFU-DEKMLIIYSA-N,AENNKGPSWPTNCT-RTJMFUJLSA-N,0.57
BNEUUKYSHWONFU-DEKMLIIYSA-N,AKANIWCKOITLMP-OKPHKMHUSA-N,0.52
BNEUUKYSHWONFU-DEKMLIIYSA-N,AOLQBHBDLWMQMX-BANMPPSNSA-N,0.59
BNEUUKYSHWONFU-DEKMLIIYSA-N,AOLQBHBDLWMQMX-JITMHATOSA-N,0.59
BNEUUKYSHWONFU-DEKMLIIYSA-N,AOLQBHBDLWMQMX-YXRRNMOASA-N,0.59
BNEUUKYSHWONFU-DEKMLIIYSA-N,AROGOLUHMWJZII-VCPMIQRASA-N,0.62
BNEUUKYSHWONFU-DEKMLIIYSA-N,ATVFETAYJRAMNU-UDEBCVQESA-N,0.64
BNEUUKYSHWONFU-DEKMLIIYSA-N,AURPJQJFRPDUHG-DXALZDKFSA-N,0.59
BNEUUKYSHWONFU-DEKMLIIYSA-N,AXEUVBCBVIQZCZ-BANMPPSNSA-N,0.6
BNEUUKYSHWONFU-DEKMLIIYSA-N,BJSDYSQDZIOQOY-QQUXCFAXSA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,ACDSTTDXRYHRGH-IROHOENBSA-N,0.68
BNEUUKYSHWONFU-SZGRBJMUSA-N,AENNKGPSWPTNCT-ACNARKAVSA-N,0.57
BNEUUKYSHWONFU-SZGRBJMUSA-N,AENNKGPSWPTNCT-CAKRBILKSA-N,0.57
BNEUUKYSHWONFU-SZGRBJMUSA-N,AENNKGPSWPTNCT-OIJLGNSKSA-N,0.57
BNEUUKYSHWONFU-SZGRBJMUSA-N,AENNKGPSWPTNCT-RTJMFUJLSA-N,0.57
BNEUUKYSHWONFU-SZGRBJMUSA-N,AKANIWCKOITLMP-OKPHKMHUSA-N,0.52
BNEUUKYSHWONFU-SZGRBJMUSA-N,AOLQBHBDLWMQMX-BANMPPSNSA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,AOLQBHBDLWMQMX-JITMHATOSA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,AOLQBHBDLWMQMX-YXRRNMOASA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,AROGOLUHMWJZII-VCPMIQRASA-N,0.62
BNEUUKYSHWONFU-SZGRBJMUSA-N,ATVFETAYJRAMNU-UDEBCVQESA-N,0.64
BNEUUKYSHWONFU-SZGRBJMUSA-N,AURPJQJFRPDUHG-DXALZDKFSA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,AXEUVBCBVIQZCZ-BANMPPSNSA-N,0.6
BNEUUKYSHWONFU-SZGRBJMUSA-N,BJSDYSQDZIOQOY-QQUXCFAXSA-N,0.59
BNEUUKYSHWONFU-SZGRBJMUSA-N,BNEUUKYSHWONFU-DEKMLIIYSA-N,1
BNEUUKYSHWONFU-XHXXNUCASA-N,ACDSTTDXRYHRGH-IROHOENBSA-N,0.68
BNEUUKYSHWONFU-XHXXNUCASA-N,AENNKGPSWPTNCT-ACNARKAVSA-N,0.57
BNEUUKYSHWONFU-XHXXNUCASA-N,AENNKGPSWPTNCT-CAKRBILKSA-N,0.57
BNEUUKYSHWONFU-XHXXNUCASA-N,AENNKGPSWPTNCT-OIJLGNSKSA-N,0.57
BNEUUKYSHWONFU-XHXXNUCASA-N,AENNKGPSWPTNCT-RTJMFUJLSA-N,0.57
BNEUUKYSHWONFU-XHXXNUCASA-N,AKANIWCKOITLMP-OKPHKMHUSA-N,0.52
BNEUUKYSHWONFU-XHXXNUCASA-N,AOLQBHBDLWMQMX-BANMPPSNSA-N,0.59
BNEUUKYSHWONFU-XHXXNUCASA-N,AOLQBHBDLWMQMX-JITMHATOSA-N,0.59
BNEUUKYSHWONFU-XHXXNUCASA-N,AOLQBHBDLWMQMX-YXRRNMOASA-N,0.59
BNEUUKYSHWONFU-XHXXNUCASA-N,AROGOLUHMWJZII-VCPMIQRASA-N,0.62
BNEUUKYSHWONFU-XHXXNUCASA-N,ATVFETAYJRAMNU-UDEBCVQESA-N,0.64
BNEUUKYSHWONFU-XHXXNUCASA-N,AURPJQJFRPDUHG-DXALZDKFSA-N,0.59
BNEUUKYSHWONFU-XHXXNUCASA-N,AXEUVBCBVIQZCZ-BANMPPSNSA-N,0.6
BNEUUKYSHWONFU-XHXXNUCASA-N,BJSDYSQDZIOQOY-QQUXCFAXSA-N,0.59
BNEUUKYSHWONFU-XHXXNUCASA-N,BNEUUKYSHWONFU-DEKMLIIYSA-N,1
BNEUUKYSHWONFU-XHXXNUCASA-N,BNEUUKYSHWONFU-SZGRBJMUSA-N,1
BNEWKCQMHNLUAC-UHFFFAOYSA-N,AEJPAZYWEGTVRS-UHFFFAOYSA-N,0.53
BNEWKCQMHNLUAC-UHFFFAOYSA-N,AJJQKMKYFLVESE-UHFFFAOYSA-N,0.55
BNEWKCQMHNLUAC-UHFFFAOYSA-N,ARFBKZGQYAEHAM-UHFFFAOYSA-N,0.5
BNFCWDYUUFZZDC-FPOVZHCZSA-N,BBYIZUORJHYAIY-VXKWHMMOSA-N,0.8
BNFFMFZFKZQWDG-UHFFFAOYSA-N,AADDKLKFCNPPIE-UHFFFAOYSA-N,0.52
BNFFMFZFKZQWDG-UHFFFAOYSA-N,ACIJKSZKWJVCPE-UHFFFAOYSA-N,0.62
BNFFMFZFKZQWDG-UHFFFAOYSA-N,AOOWLKVDPNXOHY-UHFFFAOYSA-N,0.81
BNFFMFZFKZQWDG-UHFFFAOYSA-N,AZFWKIXDPPZMAV-UHFFFAOYSA-N,0.74
BNFFMFZFKZQWDG-UHFFFAOYSA-N,BBNLIOWRWDAPAV-UHFFFAOYSA-N,0.59
BNFFMFZFKZQWDG-UHFFFAOYSA-N,BCSNTIJHQVSLMI-UHFFFAOYSA-N,0.7
BNFFMFZFKZQWDG-UHFFFAOYSA-N,BJEMGANDAVKDDB-UHFFFAOYSA-N,0.56
BNFHYHIGCYLQMP-SANMLTNESA-N,BNFHYHIGCYLQMP-AREMUKBSSA-N,1
BNFJKQUMVJNVGZ-UHFFFAOYSA-N,AUNCJXHXIXKKOU-UHFFFAOYSA-N,0.69
BNFKHGHCITYDOT-UHFFFAOYSA-N,BEEFOSWSKBSHCE-UHFFFAOYSA-N,0.52
BNFKHGHCITYDOT-UHFFFAOYSA-N,BMVVDRAHYJJNBI-UHFFFAOYSA-N,0.53
BNFKMWRFJZZESN-UHFFFAOYSA-N,BEMLFJDBYHRMFS-UHFFFAOYSA-N,0.5
BNFLSPBWCHLHEZ-UHFFFAOYSA-N,AFGNBPYPCPUOEN-UHFFFAOYSA-N,0.5
BNFMNOMUDQORMA-KRWDZBQOSA-N,AMRMQCBFQCECAQ-FQEVSTJZSA-N,0.54
BNFMNOMUDQORMA-KRWDZBQOSA-N,AQJWACKPYCXBCF-SFHVURJKSA-N,0.59
BNFMNOMUDQORMA-KRWDZBQOSA-N,ARZSIDJLTVASAU-SFHVURJKSA-N,0.51
BNFMNOMUDQORMA-KRWDZBQOSA-N,AYHSIFYQYXUXBQ-IBGZPJMESA-N,0.51
BNFMNOMUDQORMA-KRWDZBQOSA-N,BHPSGEAUUZMDDL-QFIPXVFZSA-N,0.61
BNFMNOMUDQORMA-KRWDZBQOSA-N,BJQFSJIVYSQLSX-KRWDZBQOSA-N,0.75
BNFMNOMUDQORMA-KRWDZBQOSA-N,BJSFTYZWWXFKSH-FQEVSTJZSA-N,0.55
BNFZCGCMWRGECL-UHFFFAOYSA-N,ALYLRIMVNLDIBB-UHFFFAOYSA-N,0.65
BNGJKAJIYBXVJX-UHFFFAOYSA-N,BAYFQZNOJGNMRE-UHFFFAOYSA-N,0.62
BNGJKAJIYBXVJX-UHFFFAOYSA-N,BBRKGHBKCGBRNK-UHFFFAOYSA-N,0.52
BNGNHHMIQWVNLY-UHFFFAOYSA-N,AFNUTNZHQMPJDX-UHFFFAOYSA-N,0.66
BNGNHHMIQWVNLY-UHFFFAOYSA-N,AYJUIAGESMWXBZ-UHFFFAOYSA-N,0.55
BNGNHHMIQWVNLY-UHFFFAOYSA-N,BEHWVVDVWLWXCI-UHFFFAOYSA-N,0.54
BNGOGZNXYPKZAN-UHFFFAOYSA-N,AGOFKDOBYNWSDB-UHFFFAOYSA-N,0.77
BNGRDHDSJCPWEL-YVZMLIKISA-N,ARLLTWAARBFLHJ-GSDHBNRESA-N,0.72
BNGRDHDSJCPWEL-YVZMLIKISA-N,ARLLTWAARBFLHJ-KKUQBAQOSA-N,0.72
BNGRDHDSJCPWEL-YVZMLIKISA-N,AVTVYEPNVPJAGM-GVQZZHSISA-N,0.51
BNGRDHDSJCPWEL-YVZMLIKISA-N,AVTVYEPNVPJAGM-UHFFFAOYSA-N,0.51
BNGRDHDSJCPWEL-YVZMLIKISA-N,AZLPOPCIOIPEGT-UHFFFAOYSA-N,0.61
BNGRDHDSJCPWEL-YVZMLIKISA-N,BAUPNCSSOJSBCN-DZFGPLHGSA-N,0.55
BNGRDHDSJCPWEL-YVZMLIKISA-N,BAUPNCSSOJSBCN-JRGCBEDISA-N,0.55
BNGRDHDSJCPWEL-YVZMLIKISA-N,BAUPNCSSOJSBCN-QMMLZNLJSA-N,0.55
BNGRDHDSJCPWEL-YVZMLIKISA-N,BAUPNCSSOJSBCN-YYWHXJBOSA-N,0.55
BNGSYLQFZPCEHU-UHFFFAOYSA-N,AXDUFKFSPVRANT-UHFFFAOYSA-N,0.59
BNGSYLQFZPCEHU-UHFFFAOYSA-N,BFICXBMNGQZQTA-UHFFFAOYSA-N,0.56
BNGURAGFNRFJQK-UHFFFAOYSA-N,ACZPMJGSOBNLFC-UHFFFAOYSA-N,0.57
BNGURAGFNRFJQK-UHFFFAOYSA-N,AGPDVDUBPJFKEB-UHFFFAOYSA-N,0.76
BNGURAGFNRFJQK-UHFFFAOYSA-N,AJTCZVBJSRIBCC-UHFFFAOYSA-N,0.54
BNGURAGFNRFJQK-UHFFFAOYSA-N,BBHKZIPPNNSNSM-UHFFFAOYSA-N,0.68
BNGURAGFNRFJQK-UHFFFAOYSA-N,BLUZIJKEAJQZAA-UHFFFAOYSA-N,0.64
BNGYBTOLZSFSOV-UHFFFAOYSA-N,APZIDMYPKSRDGT-UHFFFAOYSA-N,0.51
BNGYBTOLZSFSOV-UHFFFAOYSA-N,AXHVEQQLKVIZLO-UHFFFAOYSA-N,0.57
BNHDABHPDDHZAL-UHFFFAOYSA-N,AHLQCKHABUZUAY-UHFFFAOYSA-N,0.78
BNHFCBNFRCYXGE-UHFFFAOYSA-N,AFYIKLPMOLPVKR-UHFFFAOYSA-N,0.65
BNHFCBNFRCYXGE-UHFFFAOYSA-N,AOXONKNLKIEEBA-UHFFFAOYSA-N,0.58
BNHIULLIOZQPPH-UHFFFAOYSA-N,ACTLFDRXTDCETR-WKILWMFISA-N,0.58
BNHIULLIOZQPPH-UHFFFAOYSA-N,AITZPAZXUJQGAT-QAQDUYKDSA-N,0.52
BNHIULLIOZQPPH-UHFFFAOYSA-N,ASMVRNAHTINBOO-UHFFFAOYSA-N,0.55
BNHIULLIOZQPPH-UHFFFAOYSA-N,AXWIAYYTDLBEFK-MBOZVWFJSA-N,0.5
BNHIULLIOZQPPH-UHFFFAOYSA-N,BALRMJVERSQQLD-UHFFFAOYSA-N,0.55
BNHIULLIOZQPPH-UHFFFAOYSA-N,BFJNEFPBTDZETK-UHFFFAOYSA-N,0.56
BNHIULLIOZQPPH-UHFFFAOYSA-N,BJIFTNREQSNBEA-UHFFFAOYSA-N,0.62
BNHLGYATHDKYII-UHFFFAOYSA-N,BDTAKUVKDFYPOS-UHFFFAOYSA-N,0.53
BNHNNXHEHWISKR-LJQANCHMSA-N,AKOJLDAHTHCOQS-GOSISDBHSA-N,0.69
BNHNNXHEHWISKR-LJQANCHMSA-N,AMQWUBPMEUNWCK-UHFFFAOYSA-N,0.56
BNHNNXHEHWISKR-LJQANCHMSA-N,ASPCZWIUJMXPKZ-QGZVFWFLSA-N,0.63
BNHOWVNWMKVGHF-DEDYPNTBSA-N,AGXNETLQIRTERZ-OVCLIPMQSA-N,0.76
BNHPMQBVNXMPDU-UHFFFAOYSA-N,AOZYWJFWTHDWKZ-UHFFFAOYSA-N,0.51
BNHPMQBVNXMPDU-UHFFFAOYSA-N,ARIWKXMOXGLFME-UHFFFAOYSA-N,0.56
BNHPMQBVNXMPDU-UHFFFAOYSA-N,BKYLFHDEGDMIAO-UHFFFAOYSA-N,0.52
BNHSHPGYYAEALU-UHFFFAOYSA-N,ABYGQKRHQFMGHP-UHFFFAOYSA-N,0.6
BNHSHPGYYAEALU-UHFFFAOYSA-N,ACFGRWLHDQSWDC-UHFFFAOYSA-N,0.51
BNHSHPGYYAEALU-UHFFFAOYSA-N,ACKUHCJCHQNYIY-UHFFFAOYSA-N,0.58
BNHSHPGYYAEALU-UHFFFAOYSA-N,AGICRQSUHKDRJG-UHFFFAOYSA-N,0.51
BNHSHPGYYAEALU-UHFFFAOYSA-N,AUKYNBAVBWBYQW-UHFFFAOYSA-N,0.68
BNHSSNPUYSNWFJ-UHFFFAOYSA-N,AXDUFKFSPVRANT-UHFFFAOYSA-N,0.52
BNHUUQVUJRDXHA-UHFFFAOYSA-N,AOMKWAWYVFFDJA-UHFFFAOYSA-N,0.64
BNHUUQVUJRDXHA-UHFFFAOYSA-N,BLEVMCWNPWYUMZ-UHFFFAOYSA-N,0.52
BNHVGZWYAQDQAN-UHFFFAOYSA-N,AFEKMHLSVOVPBJ-UHFFFAOYSA-N,0.54
BNHVGZWYAQDQAN-UHFFFAOYSA-N,AFHDVVVJYAJYTO-UHFFFAOYSA-N,0.65
BNHVGZWYAQDQAN-UHFFFAOYSA-N,AFYWLNSUEZWUTK-UHFFFAOYSA-N,0.56
BNHVGZWYAQDQAN-UHFFFAOYSA-N,AKCWEUYVBLUUJY-UHFFFAOYSA-N,0.54
BNHVGZWYAQDQAN-UHFFFAOYSA-N,ARRQFKSYXJNLSZ-UHFFFAOYSA-N,0.61
BNHVGZWYAQDQAN-UHFFFAOYSA-N,AYOIBOUNEUHUSD-UHFFFAOYSA-N,0.65
BNHVGZWYAQDQAN-UHFFFAOYSA-N,BCDNMRLVUZRHTD-UHFFFAOYSA-N,0.77
BNHVGZWYAQDQAN-UHFFFAOYSA-N,BFUINHKCIJUXBQ-UHFFFAOYSA-N,0.5
BNHVGZWYAQDQAN-UHFFFAOYSA-N,BGVDKZDGFMUNHF-UHFFFAOYSA-N,0.59
BNHVGZWYAQDQAN-UHFFFAOYSA-N,BLWJSOSTWMPKFJ-UHFFFAOYSA-N,0.62
BNICWFRCIZHJEK-UHFFFAOYSA-N,AAOXNOFJAOMEGO-UHFFFAOYSA-N,0.51
BNIGHFUMARRMFX-VFNAPQHXSA-N,BNIGHFUMARRMFX-GPJGMNBASA-N,1
BNIHZQHNNOVQNY-UHFFFAOYSA-N,ANUHLKPVOXDYSK-UHFFFAOYSA-N,0.55
BNIJUNMGPGDSQV-UHFFFAOYSA-N,ADQUNHYPPRCFBH-UHFFFAOYSA-N,0.53
BNIJUNMGPGDSQV-UHFFFAOYSA-N,APYKQKXLNZTACO-UHFFFAOYSA-N,0.55
BNIJUNMGPGDSQV-UHFFFAOYSA-N,ATVBIUUWKNUTRX-UHFFFAOYSA-N,0.58
BNIKPXHBJXAQLZ-VBKFSLOCSA-N,AAVOXWIZJYSGEP-XLNRJJMWSA-N,0.59
BNINZUXSRKDNIJ-UHFFFAOYSA-N,ABUBIEKXONXCII-UHFFFAOYSA-N,0.52
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AHWODXQBTYOEDQ-UHFFFAOYSA-N,0.55
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AJNKFTROQHHSJA-UHFFFAOYSA-N,0.61
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AJPKBWXZGKRMCC-UHFFFAOYSA-N,0.57
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AJTDSGHPVNNWEQ-UHFFFAOYSA-N,0.54
BNINZUXSRKDNIJ-UHFFFAOYSA-N,ALZCTVHTYCIOAX-UHFFFAOYSA-N,0.51
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AWXGLEZAFWDVCI-UHFFFAOYSA-N,0.6
BNINZUXSRKDNIJ-UHFFFAOYSA-N,AYPKMMNBXYLPJY-UHFFFAOYSA-N,0.6
