Inchi_Key1,Inchi_Key2,Similarity_Score
BQLCRHJSCGEICV-BUVRLJJBSA-N,AQOBTKMEQOANSS-FEZSWGLMSA-N,0.51
BQLCRHJSCGEICV-BUVRLJJBSA-N,BHEFQVICVNMJDR-DFKUXCBWSA-N,0.68
BQLCRHJSCGEICV-BUVRLJJBSA-N,BINZQDMZAMRQON-YBFXNURJSA-N,0.66
BQLFNNIHBFLFOT-UHFFFAOYSA-N,ADXBHAQACCRLQO-UHFFFAOYSA-N,0.66
BQLNACBDWMLDOW-ZHACJKMWSA-N,APQWBYDYPKGXAM-BQYQJAHWSA-N,0.57
BQLNACBDWMLDOW-ZHACJKMWSA-N,BOHOOUAOHYWRSI-BQYQJAHWSA-N,0.56
BQLOPROPJDPFEX-UHFFFAOYSA-N,ADMTYTQXOBLNNU-UHFFFAOYSA-N,0.51
BQLOPROPJDPFEX-UHFFFAOYSA-N,AIDJWZIOMBFHID-UHFFFAOYSA-N,0.58
BQLOPROPJDPFEX-UHFFFAOYSA-N,ALZVAGBHXQHAIA-UHFFFAOYSA-N,0.54
BQLOPROPJDPFEX-UHFFFAOYSA-N,BBOYYEGPOQLVGQ-UHFFFAOYSA-N,0.52
BQLOPROPJDPFEX-UHFFFAOYSA-N,BEHYGSJDWJNPTA-UHFFFAOYSA-N,0.55
BQLOPROPJDPFEX-UHFFFAOYSA-N,BMZWCKKORAOHAV-UHFFFAOYSA-N,0.68
BQLQJJYOUIPPNQ-QGZVFWFLSA-N,AZJJLYUYRBMKND-OAHLLOKOSA-N,0.63
BQLQSBPWPRNBFU-UHFFFAOYSA-N,AIHCHKBEOSNNLJ-UHFFFAOYSA-N,0.53
BQLQSBPWPRNBFU-UHFFFAOYSA-N,BCTMUESPJWRRDU-UHFFFAOYSA-N,0.52
BQLQSBPWPRNBFU-UHFFFAOYSA-N,BOFVTRSIQAXJSC-UHFFFAOYSA-N,0.69
BQLSKUIYJLSZDB-UHFFFAOYSA-N,BBAUCSHFDJAQLB-UHFFFAOYSA-N,0.58
BQLSUBYYRRZHRK-UHFFFAOYSA-N,AGRVUDWDZKZCAA-UHFFFAOYSA-N,0.63
BQLSUBYYRRZHRK-UHFFFAOYSA-N,AQQRGNNYEPRIIF-UHFFFAOYSA-N,0.68
BQLZPYKGJZSGNX-FQEVSTJZSA-N,AQIMGTQPGXDDPP-SFHVURJKSA-N,0.52
BQLZPYKGJZSGNX-FQEVSTJZSA-N,AQQFXZPCUBPWCG-FERBBOLQSA-N,0.55
BQLZPYKGJZSGNX-FQEVSTJZSA-N,BCGWCGVZBRCNCM-LMOVPXPDSA-N,0.59
BQMBKJNWEINKHF-UHFFFAOYSA-N,AAOMCRXLZYHHET-UHFFFAOYSA-N,0.51
BQMBKJNWEINKHF-UHFFFAOYSA-N,AFHQKAWVFLMXIB-UHFFFAOYSA-N,0.52
BQMBKJNWEINKHF-UHFFFAOYSA-N,AFNZSEVDWZQGKS-UHFFFAOYSA-N,0.73
BQMBKJNWEINKHF-UHFFFAOYSA-N,AFWKDAQYJRMYRM-UHFFFAOYSA-N,0.51
BQMBKJNWEINKHF-UHFFFAOYSA-N,AJLSRHGZNWABFF-UHFFFAOYSA-N,0.6
BQMBKJNWEINKHF-UHFFFAOYSA-N,APUWJHNYSRMDBE-UHFFFAOYSA-N,0.52
BQMBKJNWEINKHF-UHFFFAOYSA-N,ATSIBVUWYUASNL-UHFFFAOYSA-N,0.67
BQMBKJNWEINKHF-UHFFFAOYSA-N,BHDJVXNLOPBSSH-UHFFFAOYSA-N,0.51
BQMBKJNWEINKHF-UHFFFAOYSA-N,BJABRDLQNRAIQC-UHFFFAOYSA-N,0.56
BQMBKJNWEINKHF-UHFFFAOYSA-N,BMJWGPQATNXASR-UHFFFAOYSA-N,0.51
BQMBYOCXBIERMT-UHFFFAOYSA-N,AKBYZCKEGIWISE-UHFFFAOYSA-N,0.71
BQMGHRJGOJVEFU-UHFFFAOYSA-N,BFFZFBPUOMXAPD-MUUNZHRXSA-N,0.58
BQMGHRJGOJVEFU-UHFFFAOYSA-N,BFFZFBPUOMXAPD-NDEPHWFRSA-N,0.58
BQMGHRJGOJVEFU-UHFFFAOYSA-N,BFFZFBPUOMXAPD-UHFFFAOYSA-N,0.58
BQMJVGIICQAEKL-PXJZQJOASA-N,AKMRUTYKQUCDPI-GOXGLGGOSA-N,0.54
BQMJVGIICQAEKL-PXJZQJOASA-N,AXBFXWNMQYOMAF-IZLXSDGUSA-N,0.51
BQMJVGIICQAEKL-PXJZQJOASA-N,BEPZQODHCZLPEN-MVSFAKPFSA-N,0.6
BQMLGBPDJRGQQC-UHFFFAOYSA-N,ANJOWLHUOCPYOB-UHFFFAOYSA-N,0.55
BQMLGBPDJRGQQC-UHFFFAOYSA-N,AQDSLDBDPQOITC-UHFFFAOYSA-N,0.57
BQMLGBPDJRGQQC-UHFFFAOYSA-N,AVHPOQHOAZUHSK-UHFFFAOYSA-N,0.6
BQMQEANQUOYMOW-UHFFFAOYSA-N,AGGJJUDCDYBLHH-UHFFFAOYSA-N,0.6
BQMYVJFIUYEZOY-UHFFFAOYSA-N,BGVMOAYPPKYPSF-UHFFFAOYSA-N,0.57
BQNFRZXNRCDKHU-UHFFFAOYSA-N,BAOIPKDJQVVWJF-UHFFFAOYSA-N,0.71
BQNFRZXNRCDKHU-UHFFFAOYSA-N,BIIPRLCVVWNTNB-UHFFFAOYSA-N,0.72
BQNKMUZGKNECSV-UHFFFAOYSA-N,AFOWILONQHSNER-UHFFFAOYSA-N,0.57
BQNKMUZGKNECSV-UHFFFAOYSA-N,AVQDNAMMGLOZKM-UHFFFAOYSA-N,0.53
BQNKMUZGKNECSV-UHFFFAOYSA-N,BOFVWCQVLDFIAQ-UHFFFAOYSA-N,0.83
BQNLUASQEMLEMB-MRXNPFEDSA-N,BKOZVMQVDMNHQR-OAQYLSRUSA-N,0.64
BQNOGCJLFJZJQU-FWQQIOJYSA-N,ABFKDXBHEQHAFL-FWQQIOJYSA-N,0.71
BQNOGCJLFJZJQU-FWQQIOJYSA-N,ACTSGYPIYRZKBB-FABQGSKSSA-N,0.54
BQNOGCJLFJZJQU-FWQQIOJYSA-N,AGDRECLEKQYTNN-RWLLMLSVSA-N,0.5
BQNSAALFXVNWGE-UHFFFAOYSA-N,ABTRNWUUJBQDHM-UHFFFAOYSA-N,0.69
BQNSAALFXVNWGE-UHFFFAOYSA-N,AHFMYWZLTOHGFT-UHFFFAOYSA-N,0.55
BQNSAALFXVNWGE-UHFFFAOYSA-N,AHPLLMPVKXVOSQ-UHFFFAOYSA-N,0.56
BQNSAALFXVNWGE-UHFFFAOYSA-N,ANTSTLGYCUOPSX-UHFFFAOYSA-N,0.54
BQNSAALFXVNWGE-UHFFFAOYSA-N,AQEYCNKFBRLUOT-UHFFFAOYSA-N,0.58
BQNSAALFXVNWGE-UHFFFAOYSA-N,ASGZHEJHJCTMCU-UHFFFAOYSA-N,0.57
BQNSAALFXVNWGE-UHFFFAOYSA-N,AUNYZVMGQGKPEB-UHFFFAOYSA-N,0.72
BQNSAALFXVNWGE-UHFFFAOYSA-N,AYKGTLHHBLBOPQ-UHFFFAOYSA-N,0.53
BQNSAALFXVNWGE-UHFFFAOYSA-N,BLJFWXYCLMJZAO-UHFFFAOYSA-N,0.58
BQNYKFQPAGGIRM-UHFFFAOYSA-N,AZSKFDMVCSRCDG-UHFFFAOYSA-N,0.51
BQNYNQOCMRKPFE-UHFFFAOYSA-N,AQWYSBBQJKLCHB-UHFFFAOYSA-N,0.66
BQNYNQOCMRKPFE-UHFFFAOYSA-N,AZLADSZDYUMESB-UHFFFAOYSA-N,0.81
BQOQSIQMDZUHKF-YVMONPNESA-N,ATGWUPYXIYFRKP-WQLSENKSSA-N,0.58
BQOQSIQMDZUHKF-YVMONPNESA-N,BGYGQXZHOBKLTR-YVMONPNESA-N,0.68
BQORSRVGJSQEKY-WEDXCCLWSA-N,BQORSRVGJSQEKY-NRPADANISA-N,1
BQORZESIOCMVDH-UHFFFAOYSA-N,BPHDPFDYLPFBTP-UHFFFAOYSA-N,0.57
BQOSWZIEUSNZDS-UHFFFAOYSA-N,ACMGXLBBZHJYMG-UHFFFAOYSA-N,0.52
BQOSWZIEUSNZDS-UHFFFAOYSA-N,AQKXSWOKSKKJQI-UHFFFAOYSA-N,0.73
BQOSWZIEUSNZDS-UHFFFAOYSA-N,ASSJTMUEFHUKMJ-UHFFFAOYSA-N,0.56
BQOSWZIEUSNZDS-UHFFFAOYSA-N,BJHSCIVKNGWOHW-UHFFFAOYSA-N,0.56
BQOUEGKIAFOJQC-FQEVSTJZSA-N,AQQKZOGAQKRTLT-AWEZNQCLSA-N,0.56
BQOUEGKIAFOJQC-FQEVSTJZSA-N,BEDXTIAESLFPBE-KKFHFHRHSA-N,0.52
BQOYNWDBVCGSMN-UHFFFAOYSA-N,AUYTYUIUBJRLJT-UHFFFAOYSA-N,0.89
BQOZRTKLLZQOLL-XZWHSSHBSA-N,AHHZRVFNARGXOU-BJNFDGMPSA-N,0.54
BQOZRTKLLZQOLL-XZWHSSHBSA-N,AZLWHCAOZGWHCN-XXWVNBFBSA-N,0.52
BQPAIVOCCIJWHI-UHFFFAOYSA-N,AGVFKBGSCZJNOY-UHFFFAOYSA-N,0.53
BQPAIVOCCIJWHI-UHFFFAOYSA-N,AJQRDMVKOFZTNT-UHFFFAOYSA-N,0.64
BQPAIVOCCIJWHI-UHFFFAOYSA-N,AMQVHASIFJZFOS-UHFFFAOYSA-N,0.64
BQPAIVOCCIJWHI-UHFFFAOYSA-N,BIBMJENKHNIAKX-UHFFFAOYSA-N,0.57
BQPCBRFOSWMALO-UHFFFAOYSA-N,AZLFXTDKWCBSKH-UHFFFAOYSA-N,0.57
BQPCBRFOSWMALO-UHFFFAOYSA-N,BLIJUBJTRKESFI-UHFFFAOYSA-N,0.62
BQPHCMZWQUVKCW-YNEHKIRRSA-N,AWSMOXWWSLFSCL-RRKCRQDMSA-N,0.75
BQPITAWTQRMCJX-UHFFFAOYSA-N,BGOVDTOQIRZTJP-UHFFFAOYSA-N,0.76
BQPLWJRDSDNGNE-UHFFFAOYSA-N,ABGJWJKFXLDNGE-UHFFFAOYSA-N,0.81
BQPLWJRDSDNGNE-UHFFFAOYSA-N,BARSDGIGYLFJFE-UHFFFAOYSA-N,0.64
BQPQSYLPPXUPAF-WIOPSUGQSA-N,BFPPEQNMYUIWBA-XUZZJYLKSA-N,0.78
BQPQSYLPPXUPAF-WIOPSUGQSA-N,BOWMTWSMHYUISC-UKILVPOCSA-N,0.61
BQPUVTIMJZTEDW-LJQANCHMSA-N,ACZJGLPLAZYYDS-JWQCQUIFSA-N,0.54
BQPUVTIMJZTEDW-LJQANCHMSA-N,ACZJGLPLAZYYDS-LOSJGSFVSA-N,0.54
BQPUVTIMJZTEDW-LJQANCHMSA-N,ACZJGLPLAZYYDS-RPBOFIJWSA-N,0.54
BQPUVTIMJZTEDW-LJQANCHMSA-N,BJIKLEJWYCWXIR-MOPGFXCFSA-N,0.52
BQPUVTIMJZTEDW-LJQANCHMSA-N,BQGRXROCLPXZRI-RTWAWAEBSA-N,0.54
BQQLBLJEWDRNKI-UHFFFAOYSA-N,AEXCWNZUQGRKDR-UHFFFAOYSA-N,0.87
BQQPFEHFEMWIFM-RUZDIDTESA-N,ATMHFQDWDFHUDF-TXLWKQMCSA-N,0.52
BQQPFEHFEMWIFM-RUZDIDTESA-N,BHCJHYIMNHXLOM-WVDRJWPYSA-N,0.51
BQQPMKLRRRAGKG-UHFFFAOYSA-N,BLDKHFYYGWJOMF-UHFFFAOYSA-N,0.61
BQQVEQZOLNMYIA-UHFFFAOYSA-N,AQJOZSBVEFLZGH-UHFFFAOYSA-N,0.65
BQQVOJSHHJPMKP-UHFFFAOYSA-N,AFQJVLBRKJBEEY-UHFFFAOYSA-N,0.5
BQQVOJSHHJPMKP-UHFFFAOYSA-N,AFVPDILULRQOIN-UHFFFAOYSA-N,0.53
BQQWUPDASBWFAH-QPNUNLENSA-N,AIKLCYAFOOBGEV-BVAGGSTKSA-N,0.58
BQQWUPDASBWFAH-QPNUNLENSA-N,AIKLCYAFOOBGEV-JYFHCDHNSA-N,0.58
BQQWUPDASBWFAH-QPNUNLENSA-N,AIKLCYAFOOBGEV-OZXSUGGESA-N,0.58
BQQWUPDASBWFAH-QPNUNLENSA-N,AIKLCYAFOOBGEV-UHFFFAOYSA-N,0.58
BQQWUPDASBWFAH-QPNUNLENSA-N,AIKLCYAFOOBGEV-ZEQKJWHPSA-N,0.58
BQRFSYULMDQYOA-UHFFFAOYSA-N,AUWNCJRMQWENSU-UHFFFAOYSA-N,0.62
BQRJWYIBICBLLW-UHFFFAOYSA-M,BDWGPTBEZIOVCB-UHFFFAOYSA-M,0.98
BQRLKZANJNANMD-UHFFFAOYSA-N,AOLOGDKWBXCZEM-UHFFFAOYSA-N,0.88
BQRLKZANJNANMD-UHFFFAOYSA-N,AWLAVUPHQVCYJT-UHFFFAOYSA-N,0.75
BQRNKAAATNSNDN-UHFFFAOYSA-N,ABYGQKRHQFMGHP-UHFFFAOYSA-N,0.6
BQRNKAAATNSNDN-UHFFFAOYSA-N,ACFGRWLHDQSWDC-UHFFFAOYSA-N,0.55
BQRNKAAATNSNDN-UHFFFAOYSA-N,ACKUHCJCHQNYIY-UHFFFAOYSA-N,0.53
BQRNKAAATNSNDN-UHFFFAOYSA-N,AGICRQSUHKDRJG-UHFFFAOYSA-N,0.55
BQRNKAAATNSNDN-UHFFFAOYSA-N,AUKYNBAVBWBYQW-UHFFFAOYSA-N,0.56
BQRNKAAATNSNDN-UHFFFAOYSA-N,BNHSHPGYYAEALU-UHFFFAOYSA-N,0.55
BQRYLDCZCTUJSL-MEMLXQNLSA-N,BPBNRBPFAJMRAQ-WGSAOQKQSA-N,0.54
BQSASJRYHLWHJI-DWOBOKKRSA-N,BCYXTTGKMIDWAD-PWYIWRSVSA-N,0.87
BQSGTBZOYSXJKP-UHFFFAOYSA-N,AEMPSERMEQEPEV-UHFFFAOYSA-N,0.55
BQSGTBZOYSXJKP-UHFFFAOYSA-N,ASLHLERRRGCLRB-UHFFFAOYSA-N,0.52
BQSGTBZOYSXJKP-UHFFFAOYSA-N,AVFGUWZHRCOPMQ-UHFFFAOYSA-N,0.52
BQSGXNWTTKZZRO-UHFFFAOYSA-M,AAXLFCQNXVFETP-UHFFFAOYSA-N,0.54
BQSGXNWTTKZZRO-UHFFFAOYSA-M,ACZMKFZUWWULIT-UHFFFAOYSA-N,0.51
BQSGXNWTTKZZRO-UHFFFAOYSA-M,ANFUBGXTPBQOPP-UHFFFAOYSA-N,0.51
BQSGXNWTTKZZRO-UHFFFAOYSA-M,ASSQJXCGYVVNGG-UHFFFAOYSA-N,0.5
BQSGXNWTTKZZRO-UHFFFAOYSA-M,ASTUBQXUYGZCJD-UHFFFAOYSA-N,0.51
BQSGXNWTTKZZRO-UHFFFAOYSA-M,AXEIUUWKJNJHAE-UHFFFAOYSA-N,0.53
BQSGXNWTTKZZRO-UHFFFAOYSA-M,BPJXTVAXRBARAT-UHFFFAOYSA-N,0.54
BQSPTYKMBASMDW-LYRWLFFSSA-N,BLFWHBSHUQXUKD-HKIOEROGSA-N,0.51
BQSPTYKMBASMDW-LYRWLFFSSA-N,BPFNBBLVUYSFRK-MKKQGFNNSA-N,0.51
BQSPTYKMBASMDW-LYRWLFFSSA-N,BPFNBBLVUYSFRK-OHEPIYSBSA-N,0.51
BQSRSVIDXMZSEP-UHFFFAOYSA-N,BEESLPAFNGNTIJ-UHFFFAOYSA-N,0.51
BQSRUYSULKBVJU-UHFFFAOYSA-N,AOOMEGPGORJQQS-UHFFFAOYSA-N,0.54
BQTAJAHHYFXDDH-UHFFFAOYSA-N,BAGJQDYWVPCFCU-UHFFFAOYSA-N,0.58
BQTCVCKZNUHVGA-BVAGYUCKSA-N,AATUHPZQANSFHE-AWWWNVPUSA-N,0.72
BQTCVCKZNUHVGA-BVAGYUCKSA-N,AATUHPZQANSFHE-NKUZXIPXSA-N,0.72
BQTCVCKZNUHVGA-BVAGYUCKSA-N,ALCISMKSZCKHCH-KOFKOUSMSA-N,0.59
BQTCVCKZNUHVGA-BVAGYUCKSA-N,AUPUISUFWLRHDJ-MXWLWILKSA-N,0.58
BQTCVCKZNUHVGA-BVAGYUCKSA-N,AYTHKJZYBUUDOH-RZKZGJNWSA-N,0.57
BQTQETQQERDQEX-ZDVKWCFPSA-N,AICOOMRHRUFYCM-RAQALPRNSA-N,0.74
BQTQETQQERDQEX-ZDVKWCFPSA-N,BIIMJGJOCAXSQA-DEKOKLSDSA-N,0.59
BQTUQQHIXRSNKZ-UHFFFAOYSA-N,BKVXGJCTWAKQFA-UHFFFAOYSA-N,0.72
BQTUXBMTUNHMOS-UHFFFAOYSA-N,ATPLVZHZSJDMFY-UHFFFAOYSA-N,0.59
BQTUXBMTUNHMOS-UHFFFAOYSA-N,BCTJBMRLXUOXJQ-UHFFFAOYSA-N,0.54
BQUUTNOUIXDXTN-NJNXFGOHSA-N,AEAJAFKVDVPSKY-SZXQPVLSSA-N,0.56
BQUXAJWDRCSKFN-IBGZPJMESA-N,BKYWKHMXTUNOOC-PMACEKPBSA-N,0.56
BQUXAJWDRCSKFN-IBGZPJMESA-N,BKYWKHMXTUNOOC-UXHICEINSA-N,0.56
BQUXAJWDRCSKFN-IBGZPJMESA-N,BNXJYMMHJNYEHE-QFIPXVFZSA-N,0.59
BQUXAJWDRCSKFN-LJQANCHMSA-N,AGIQUSCSKCEZCR-QHCPKHFHSA-N,0.5
BQUXAJWDRCSKFN-LJQANCHMSA-N,BKYWKHMXTUNOOC-PMACEKPBSA-N,0.79
BQUXAJWDRCSKFN-LJQANCHMSA-N,BKYWKHMXTUNOOC-UXHICEINSA-N,0.79
BQUXAJWDRCSKFN-LJQANCHMSA-N,BNXJYMMHJNYEHE-QFIPXVFZSA-N,0.71
BQUXAJWDRCSKFN-LJQANCHMSA-N,BQUXAJWDRCSKFN-IBGZPJMESA-N,0.7
BQVCVSOFZLBWOX-ZYADHFCISA-N,ACWHYMXOCYJYPG-IZVAWUQISA-N,0.68
BQVCVSOFZLBWOX-ZYADHFCISA-N,AJVLLGWDFJYUDZ-BQYLNSIHSA-N,0.87
BQVCVSOFZLBWOX-ZYADHFCISA-N,AKIICXBOQMFQJH-ZOPRMEKGSA-N,0.69
BQVCVSOFZLBWOX-ZYADHFCISA-N,APZKTZDIPCIZJC-HQJAZGTDSA-N,0.8
BQVCVSOFZLBWOX-ZYADHFCISA-N,ATJIPXCJJLCTNJ-CUPIEXAXSA-N,0.83
BQVCVSOFZLBWOX-ZYADHFCISA-N,AWBQJXZVEKWKLT-HLXFJAIWSA-N,0.55
BQVCVSOFZLBWOX-ZYADHFCISA-N,BERNHFOYDVXQGI-ZXLOHXMUSA-N,0.57
BQVCVSOFZLBWOX-ZYADHFCISA-N,BEWRSNPNTWYECL-CUPIEXAXSA-N,0.69
BQVCVSOFZLBWOX-ZYADHFCISA-N,BOFPBHQBPYQWNA-BVLKABAFSA-N,0.63
BQVCVSOFZLBWOX-ZYADHFCISA-N,BOFPBHQBPYQWNA-KGTLNYSFSA-N,0.63
BQVCVSOFZLBWOX-ZYADHFCISA-N,BOFPBHQBPYQWNA-OPBVQLBHSA-N,0.63
BQVCVSOFZLBWOX-ZYADHFCISA-N,BOFPBHQBPYQWNA-VTJOEILLSA-N,0.63
BQVCVSOFZLBWOX-ZYADHFCISA-N,BPBSCJWDFWAHGU-IZNNDHRXSA-N,0.53
BQVGMMZEMYVSEG-SBKWZQTDSA-N,AFBGSNRISAOHKD-FUHWJXTLSA-N,0.63
BQVGMMZEMYVSEG-SBKWZQTDSA-N,BHAREOZDRRGSHA-UHFFFAOYSA-N,0.54
BQVGMMZEMYVSEG-SBKWZQTDSA-N,BJQGGALRPGCIFD-WCQYABFASA-N,0.64
BQVGMMZEMYVSEG-YLCXCWDSSA-N,AFBGSNRISAOHKD-FUHWJXTLSA-N,0.63
BQVGMMZEMYVSEG-YLCXCWDSSA-N,BHAREOZDRRGSHA-UHFFFAOYSA-N,0.54
BQVGMMZEMYVSEG-YLCXCWDSSA-N,BJQGGALRPGCIFD-WCQYABFASA-N,0.64
BQVGMMZEMYVSEG-YLCXCWDSSA-N,BQVGMMZEMYVSEG-SBKWZQTDSA-N,1
BQVKRKMDJUQIDZ-UHFFFAOYSA-N,BGVCNAWJHLSYPN-UHFFFAOYSA-N,0.61
BQVQEXPJBUKTFE-UHFFFAOYSA-N,AGEXLZJKWUQKHA-UHFFFAOYSA-N,0.81
BQVQEXPJBUKTFE-UHFFFAOYSA-N,AQKXMQBBHLZKDC-UHFFFAOYSA-N,0.59
BQVQEXPJBUKTFE-UHFFFAOYSA-N,AQUDLJKDUONUMG-UHFFFAOYSA-N,0.58
BQVRVXOKDOEPNL-UHFFFAOYSA-N,AEFKPNYWNAAZGP-UHFFFAOYSA-N,0.71
BQVRVXOKDOEPNL-UHFFFAOYSA-N,AJOUEHBWWNCZHX-UHFFFAOYSA-N,0.63
BQVRVXOKDOEPNL-UHFFFAOYSA-N,ARCCMXIHDKFBOJ-UHFFFAOYSA-N,0.75
BQVRVXOKDOEPNL-UHFFFAOYSA-N,AVIDRKWFHQXSDT-UHFFFAOYSA-N,0.65
BQVRVXOKDOEPNL-UHFFFAOYSA-N,AYBBBAJBBDEEQL-UHFFFAOYSA-N,0.54
BQVSQVFXKGWCRD-UHFFFAOYSA-N,AGCPOGPDHHGRRI-UHFFFAOYSA-N,0.62
BQVSQVFXKGWCRD-UHFFFAOYSA-N,AQOFZDMQOFEIFY-UHFFFAOYSA-N,0.7
BQVSQVFXKGWCRD-UHFFFAOYSA-N,AVSKLCKLTAIMHU-UHFFFAOYSA-N,0.58
BQVVGHXOJLAFDL-UHFFFAOYSA-N,ACUYNCLZSUPUPX-UHFFFAOYSA-N,0.7
BQVVGHXOJLAFDL-UHFFFAOYSA-N,ATXLFMCOYDBQKY-UHFFFAOYSA-N,0.54
BQVVGHXOJLAFDL-UHFFFAOYSA-N,AZALVVLJPJSRFN-UHFFFAOYSA-N,0.56
BQVVGHXOJLAFDL-UHFFFAOYSA-N,BKTMNLKJWHVZRN-UHFFFAOYSA-N,0.86
BQVYQYLLSTYSJW-UHFFFAOYSA-N,BNGVJGNSCMFUAE-UHFFFAOYSA-N,0.53
BQVZICWQBFTOJX-QNDZYWSYSA-N,APZIMAYYQKOWFP-OCHAIDQKSA-N,0.65
BQWIIBFNFPILEU-UHFFFAOYSA-N,AGBOCXHAVXPLBP-UHFFFAOYSA-N,0.65
BQWIIBFNFPILEU-UHFFFAOYSA-N,ASOZOHOSADQNNR-UHFFFAOYSA-N,0.64
BQWJKSUUGMQCIO-UHFFFAOYSA-N,ACVBHAXUSHPNLT-UHFFFAOYSA-N,0.7
BQWJKSUUGMQCIO-UHFFFAOYSA-N,ATMGSQRGXRVFJP-UHFFFAOYSA-N,0.6
BQWJKSUUGMQCIO-UHFFFAOYSA-N,BLHCFAVETBBSOU-UHFFFAOYSA-N,0.86
BQWJKSUUGMQCIO-UHFFFAOYSA-N,BPJSDXOTGZIGCZ-UHFFFAOYSA-N,0.54
BQWLIDAUTKRGNB-UHFFFAOYSA-N,AGYRCBTVZCTMOP-WKILWMFISA-N,0.63
BQWLIDAUTKRGNB-UHFFFAOYSA-N,ARSCEEUSPNVXQA-UHFFFAOYSA-N,0.67
BQWMHHFWBYWCQI-AWEZNQCLSA-N,AGSYKJIWHRFWAL-UHFFFAOYSA-N,0.57
BQWMHHFWBYWCQI-AWEZNQCLSA-N,BHGVYFYZPZRTFZ-UHFFFAOYSA-N,0.58
BQWUBCRDJPIJAT-UHFFFAOYSA-N,BCMHPRWXYIKMJJ-UHFFFAOYSA-N,0.5
BQXCSESDVDALSV-ZETCQYMHSA-N,AIMWCYZEKOOAKG-JTQLQIEISA-N,0.6
BQXIAZSINPRHQQ-UHFFFAOYSA-N,ASHKAXPHUUQQTC-UHFFFAOYSA-N,0.6
BQXIAZSINPRHQQ-UHFFFAOYSA-N,BBMKJPDKBXILOP-VWLOTQADSA-N,0.61
BQXRZSSCDCFBCO-UHFFFAOYSA-N,BCMHLYUXZQOELD-UHFFFAOYSA-N,0.62
BQYCJNMKKVEGDW-URQLUMDHSA-N,AKUZHFVMXLJONR-PTTASYIOSA-N,0.72
BQYCJNMKKVEGDW-URQLUMDHSA-N,AZVFYZWJRYBEMS-NRQRHMLOSA-N,0.92
BQYDLTJWAOTGJQ-UHFFFAOYSA-N,AQTNBSHPORBKRQ-UHFFFAOYSA-N,0.51
BQYDLTJWAOTGJQ-UHFFFAOYSA-N,BCDVXPHWQORTOX-UHFFFAOYSA-N,0.53
BQYFIAVBDDOJIP-UHFFFAOYSA-N,APHHLFBFWVOJET-UHFFFAOYSA-N,0.54
BQZOJRKIOQHISH-UHFFFAOYSA-N,AZFVZMKCOBJRAW-UHFFFAOYSA-N,0.56
BQZOJRKIOQHISH-UHFFFAOYSA-N,BMUACLADCKCNKZ-UHFFFAOYSA-N,0.5
BQZUKPLXYKHMHX-UHFFFAOYSA-N,AHZXPHRYECMLHI-UHFFFAOYSA-N,0.52
BQZUKPLXYKHMHX-UHFFFAOYSA-N,APPKLXWHRBPLNS-UHFFFAOYSA-N,0.66
BQZUKPLXYKHMHX-UHFFFAOYSA-N,BLGMHJNMFMHBPM-UHFFFAOYSA-N,0.54
BQZZHMQADDYTQL-UHFFFAOYSA-N,ANMVGKVCBFHGTA-UHFFFAOYSA-N,0.54
BRAHLPWFBNGWRN-BQYQJAHWSA-N,ABSJQRQXPUIGHS-BQYQJAHWSA-N,0.64
BRAHLPWFBNGWRN-BQYQJAHWSA-N,ACPTZWYCGODGER-BQYQJAHWSA-N,0.56
BRAZUXALZLWNTL-UHFFFAOYSA-N,AEJPLKVXLXBIJD-UHFFFAOYSA-N,0.74
BRAZUXALZLWNTL-UHFFFAOYSA-N,ANLRWKBJZGWBER-UHFFFAOYSA-N,0.83
BRAZUXALZLWNTL-UHFFFAOYSA-N,AWIVWBRKOUQKEI-UHFFFAOYSA-N,0.51
BRAZUXALZLWNTL-UHFFFAOYSA-N,AXWZMGIKSLDBDA-UHFFFAOYSA-N,0.91
BRAZUXALZLWNTL-UHFFFAOYSA-N,BCSNTIJHQVSLMI-UHFFFAOYSA-N,0.55
BRBBMJRDWFBQSF-UHFFFAOYSA-N,BEHLUGJGFROTAE-UHFFFAOYSA-N,0.68
BRBBMJRDWFBQSF-UHFFFAOYSA-N,BNEMFTSNVXZPSV-UHFFFAOYSA-N,0.58
BRBGAJDUHBVSLV-UHFFFAOYSA-N,ANWYZYDPQJWUFS-UHFFFAOYSA-N,0.55
BRBGAJDUHBVSLV-UHFFFAOYSA-N,AUMUTOWDQNHFLE-UHFFFAOYSA-N,0.61
BRBGAJDUHBVSLV-UHFFFAOYSA-N,AYPKOBSJMAUBFQ-UHFFFAOYSA-N,0.73
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BAMRUHLBPZRRIX-UHFFFAOYSA-N,0.86
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BCWWOQGYOZHXPA-UHFFFAOYSA-N,0.65
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BDRSCIWOUKYOAH-NRFANRHFSA-N,0.55
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BDRSCIWOUKYOAH-OAQYLSRUSA-N,0.55
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BDRSCIWOUKYOAH-UHFFFAOYSA-N,0.55
BRBGAJDUHBVSLV-UHFFFAOYSA-N,BOMKHFYHDHBMFU-UHFFFAOYSA-N,0.52
